Critic,4,80,FALSE,88,Chicago Sun-Times,To be sure, we get a classic comic book movie storyline about a megalomaniacal madman intent on taking over the world, but there’s often a relatively light tone to the proceedings. This is a throwback piece of pure pop entertainment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critic,1,20,TRUE,80,The Observer (UK),While some sections of the globe-trotting plot strike a baggy, backward-looking note, it’s the smaller moments that make this fly, particularly when the film uses fantasy to turn horribly real everyday harassments into moments of air-punching triumph.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,5,10,FALSE,0,U_zer,This review contains spoilers, click expand to view.                                                                                               It raises more questions than it answers. Story, cinematography, audio, casting take your pick it deserves the rating.    I’d like to apologize on the studios behalf to Kristen Wiig for doing this great disservice to your career.  How did you come to decide that a Chilean mans son should be played by a Filipino child? Why is cheetah from cats? Wanna explain the flying via rpg?    I watched this at my in-laws for free on hobo max..... I’d still like some sort of refund.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,2,gimo80,Limp, woeful and nonsensical, this desperate sequel throws everything at a proverbial wall and see’s what sticks. Not much unfortunately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,Lerxst,A boring, confusing pile of trite nonsense. The villains aren't villains (per usual), and their motivations are hopelessly unclear and / or silly. Wonder Woman makes a few brief appearances, but is so watered down that the action scenesA boring, confusing pile of trite nonsense. The villains aren't villains (per usual), and their motivations are hopelessly unclear and / or silly. Wonder Woman makes a few brief appearances, but is so watered down that the action scenes generate very little excitement. Mostly the audience is just dragged along a janky and predictable story lacking emotion, twists, intrigue, action, or logic.,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,1,dunnyone,First off: Wonder Woman 1 is a far better film. WW84 tries to copy that formula but it fails. You can kind of compare this to Supergirl, that terrible 80s film. WW84 and Supergirl are both really weird (in a bad way), rambling and just plainFirst off: Wonder Woman 1 is a far better film. WW84 tries to copy that formula but it fails. You can kind of compare this to Supergirl, that terrible 80s film. WW84 and Supergirl are both really weird (in a bad way)," rambling and just plain tiring to watch. There are so many scenes where you are watching and going ""Why? Just... why?"" - especially the motivation of the bad guy.Anyway", you don't need to watch this film - it's not great. It's way too long and if you've watched Wonder Woman 1 (WW42?) then you can 100% skip this.,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,2,PoohRJ,It’s the most awful movie. Change good story of the first movie about war with a good drama about lost to a circus in this. Please bring back cool Diana from BVS,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,1,DefinitelyMayb,Terrible movie. Incredibly dull. Arguably the worst DC movie to date. Worse than Suicide Squad and that is a very low bar. wow and this hack of a director going to be heading the next star wars films. Hollyweiord has gone woke and is clearly broke,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,0,Westoyvips,This review contains spoilers," click expand to view.                                                                                               Really Sad about! WHAT A DISASTER. It's no wonder they turned this loose for free on HBO. It's the perfect combination of ""fall asleep"" boredom"," ""laugh out loud"" stupidity"," and ""check your phone as a distraction"" cringe. As for the action? I can't decide if it compares better to Superman 3 or Superman 4", but its right at those levels of hilarious cartoonish-ness. After the first 30 minutes, you will be checking the timer over and over to see how much of the movie is left, and by the time the never-ending climax rolls around you'll be begging for someone to put you out of your misery.,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,windswept143,What a piece of garbage. This movie is a total mess, it's 2.5 hours long but it doesn't even start until about an hour in. The writing is terrible, the acting is cringe-inducing, the soundtrack is forgettable, the action scenes areWhat a piece of garbage. This movie is a total mess, it's 2.5 hours long but it doesn't even start until about an hour in. The writing is terrible, the acting is cringe-inducing, the soundtrack is forgettable, the action scenes are uninteresting, and the special effects are supremely bad.,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,1,RabinGrings,Is this movie a comedy? If it is, it is weak, if not, it is terrible.Is Diana Wonder Woman or Spider Man? Wtf this 3act? A lot of crap? A lazzy script?I expected more, much more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,1,Anandamoy,Infuriatingly stupid and dumb. For anyone who loved the 2017 movie," this would be nothing but a terrible disappointment. This movie should start with a disclaimer saying ""Please turn off your brains for the next 2 hours and 35 minutes or youInfuriatingly stupid and dumb. For anyone who loved the 2017 movie"," this would be nothing but a terrible disappointment. This movie should start with a disclaimer saying ""Please turn off your brains for the next 2 hours and 35 minutes or you might end up with an excruciating headache."" The script is totally inconsistent and literally nothing makes any sense. The very first scene itself is completely inconsistent with the premise set up in the prequel. I see a lot of reviewers regarding that scene as one of the best scenes of the movie", but clearly, they have forgotten or never watched the 2017 movie. As a child, Diana was not allowed to partake in martial sports with the other Amazonians and the Queen was especially against it. Here in this movie, we're forced to see the Queen proudly watching child Diana compete in the deadly warriorship olympics. Utterly distasteful and nonsensical.And then the actual movie begins, which really has nothing at all to do with that first scene. The plot is pointless, immature, and illogical. The characters lack dimension and conviction. Crucial details are just omitted or explained away with illogical dumb explanations. The motivations of the villains are completely unclear. For the climax, the threat seems to be of a nuclear war, but given the film's premise, such a war would not be in the interest of either Maxwell or Barbara. But they won't stop it. It's utter nonsense. BTW, the story of Barbara makes ZERO sense. At the end of the movie, you might just feel pity for her for the way she got treated in the movie. The ending sucks. No questions are answered - what happens to the stone finally - what happens to Barbara - nothing. There's just a random Christmas scene at the end that again, has nothing to with anything. It was July when they flew to Cairo. And now, it's Christmas. Deal with it!The entire plot of the wishing stone is just SO BEYOND DUMB. It's so unoriginal it hurts your brain if you think about it. The stone grants one wish," and so Maxwell wishes to be the stone itself so that he can himself have infinite wishes. Oh really!? I mean there was a skit in the FRIENDS show where Rachel mocks the guy who says ""if I had a wish I would wish for more wishes."" THAT WAS IN 1994. People were so tired of this cliche back in 1994 that comedy shows were writing jokes about it. And that's exactly what Patty Jenkins' big fat idea is for a 2020 movie supposed to be a blockbuster.The film is so immature. Devoid of depth", philosophy, or anything of substance. It grapples with a message that it doesn't understand. It makes abhorrent assumptions about the nature of humans that everyone," and yes LITERALLY EVERYONE on the planet is greedy and selfish and destructive. Throwing the whole ""there is good in humans"" message of the last film into the trash bin. The writing is ridiculously child-like and yet I can't think of a child who would actually find this movie interesting. There's no thrill", and the anti-climax is literally a drawn-out monologue!It's a disgrace. Honestly, everyone involved in making this film should be deeply ashamed of themselves for unleashing this garbage on the fandom. It's especially disgusting because it's supposed to follow up on the 2017 film, which as far as I am concerned, was a great movie. I loved it whole-heartedly and had big expectations for the sequel. This didn't just disappoint my expectations, it even went back in time to ruin the first film with that garbage opening scene. Seriously, shame on ya'll.I found the attempt to emphasize Wonder Woman's super-power of truth over her strength endearing, and the performances of Gal and Kristen are as good as they can be. The script isn't their fault, after all. So that amounts to the 1 star. Nothing else deserves any credit.Patty was clearly so obsessed with the 1978 Superman kinda films that she forgot it's 2020. WW84 wants to be Superman so hard that it even forces in a scene where WW is learning to fly just like Superman! Which is just as dumb and pointless as it can get. I mean, again - it's 2020!! People expect, NEED, movies with far more maturity now. Patty, please leave the writing to people who know how to do it.
User,1,2,FALSE,3,Amunozrocha,AwfulLiterally the worst DC movie yet. A complete disgrace to the first one. Bored AF,  no action...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
